NodeID	Property	Value
33995	title	Sign Manufacturing
339950	title	Sign Manufacturing
33999	title	All Other Miscellaneous Manufacturing
339991	title	Gasket, Packing, and Sealing Device Manufacturing 
339992	title	Musical Instrument Manufacturing 
339993	title	Fastener, Button, Needle, and Pin Manufacturing 
339994	title	Broom, Brush, and Mop Manufacturing 
339995	title	Burial Casket Manufacturing 
339999	title	All Other Miscellaneous Manufacturing 
42	title	Wholesale Trade
423	title	Merchant Wholesalers, Durable Goods 
4231	title	Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers 
42311	title	Automobile and Other Motor Vehicle Merchant Wholesalers 
423110	title	Automobile and Other Motor Vehicle Merchant Wholesalers 
42312	title	Motor Vehicle Supplies and New Parts Merchant Wholesalers 
423120	title	Motor Vehicle Supplies and New Parts Merchant Wholesalers 
42313	title	Tire and Tube Merchant Wholesalers 
423130	title	Tire and Tube Merchant Wholesalers 
42314	title	Motor Vehicle Parts (Used) Merchant Wholesalers 
423140	title	Motor Vehicle Parts (Used) Merchant Wholesalers 
4232	title	Furniture and Home Furnishing Merchant Wholesalers 
42321	title	Furniture Merchant Wholesalers 
423210	title	Furniture Merchant Wholesalers 
42322	title	Home Furnishing Merchant Wholesalers 
423220	title	Home Furnishing Merchant Wholesalers 
4233	title	Lumber and Other Construction Materials Merchant Wholesalers 
42331	title	Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers 
423310	title	Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers 
42332	title	Brick, Stone, and Related Construction Material Merchant Wholesalers 
423320	title	Brick, Stone, and Related Construction Material Merchant Wholesalers 
42333	title	Roofing, Siding, and Insulation Material Merchant Wholesalers 
423330	title	Roofing, Siding, and Insulation Material Merchant Wholesalers 
42339	title	Other Construction Material Merchant Wholesalers 
423390	title	Other Construction Material Merchant Wholesalers 
4234	title	Professional and Commercial Equipment and Supplies Merchant Wholesalers 
42341	title	Photographic Equipment and Supplies Merchant Wholesalers 
423410	title	Photographic Equipment and Supplies Merchant Wholesalers 
42342	title	Office Equipment Merchant Wholesalers 
423420	title	Office Equipment Merchant Wholesalers 
42343	title	Computer and Computer Peripheral Equipment and Software Merchant Wholesalers 
423430	title	Computer and Computer Peripheral Equipment and Software Merchant Wholesalers 
42344	title	Other Commercial Equipment Merchant Wholesalers 
423440	title	Other Commercial Equipment Merchant Wholesalers 
42345	title	Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers 
423450	title	Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers 
42346	title	Ophthalmic Goods Merchant Wholesalers 
423460	title	Ophthalmic Goods Merchant Wholesalers 
42349	title	Other Professional Equipment and Supplies Merchant Wholesalers 
423490	title	Other Professional Equipment and Supplies Merchant Wholesalers 
4235	title	Metal and Mineral (except Petroleum) Merchant Wholesalers 
42351	title	Metal Service Centers and Other Metal Merchant Wholesalers 
423510	title	Metal Service Centers and Other Metal Merchant Wholesalers 
42352	title	Coal and Other Mineral and Ore Merchant Wholesalers 
423520	title	Coal and Other Mineral and Ore Merchant Wholesalers 
4236	title	Household Appliances and Electrical and Electronic Goods Merchant Wholesalers 
42361	title	Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers 
423610	title	Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers 
42362	title	Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers 
423620	title	Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers 
42369	title	Other Electronic Parts and Equipment Merchant Wholesalers 
423690	title	Other Electronic Parts and Equipment Merchant Wholesalers 
4237	title	Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers 
42371	title	Hardware Merchant Wholesalers 
423710	title	Hardware Merchant Wholesalers 
42372	title	Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers 
423720	title	Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers 
42373	title	Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers 
423730	title	Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers 
42374	title	Refrigeration Equipment and Supplies Merchant Wholesalers 
423740	title	Refrigeration Equipment and Supplies Merchant Wholesalers 
4238	title	Machinery, Equipment, and Supplies Merchant Wholesalers 
42381	title	Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers 
423810	title	Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers 
42382	title	Farm and Garden Machinery and Equipment Merchant Wholesalers 
423820	title	Farm and Garden Machinery and Equipment Merchant Wholesalers 
42383	title	Industrial Machinery and Equipment Merchant Wholesalers 
423830	title	Industrial Machinery and Equipment Merchant Wholesalers 
42384	title	Industrial Supplies Merchant Wholesalers 
423840	title	Industrial Supplies Merchant Wholesalers
42385	title	Service Establishment Equipment and Supplies Merchant Wholesalers 
423850	title	Service Establishment Equipment and Supplies Merchant Wholesalers 
42386	title	Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers 
423860	title	Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers 
4239	title	Miscellaneous Durable Goods Merchant Wholesalers 
42391	title	Sporting and Recreational Goods and Supplies Merchant Wholesalers
423910	title	Sporting and Recreational Goods and Supplies Merchant Wholesalers 
42392	title	Toy and Hobby Goods and Supplies Merchant Wholesalers 
423920	title	Toy and Hobby Goods and Supplies Merchant Wholesalers 
42393	title	Recyclable Material Merchant Wholesalers 
423930	title	Recyclable Material Merchant Wholesalers 
42394	title	Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers 
423940	title	Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers 
42399	title	Other Miscellaneous Durable Goods Merchant Wholesalers 
423990	title	Other Miscellaneous Durable Goods Merchant Wholesalers 
424	title	Merchant Wholesalers, Nondurable Goods 
4241	title	Paper and Paper Product Merchant Wholesalers 
42411	title	Printing and Writing Paper Merchant Wholesalers 
424110	title	Printing and Writing Paper Merchant Wholesalers 
42412	title	Stationery and Office Supplies Merchant Wholesalers 
424120	title	Stationery and Office Supplies Merchant Wholesalers 
42413	title	Industrial and Personal Service Paper Merchant Wholesalers 
424130	title	Industrial and Personal Service Paper Merchant Wholesalers 
4242	title	Drugs and Druggists' Sundries Merchant Wholesalers 
42421	title	Drugs and Druggists' Sundries Merchant Wholesalers 
424210	title	Drugs and Druggists' Sundries Merchant Wholesalers 
4243	title	Apparel, Piece Goods, and Notions Merchant Wholesalers 
42431	title	Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers 
424310	title	Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers 
42432	title	Men's and Boys' Clothing and Furnishings Merchant Wholesalers 
424320	title	Men's and Boys' Clothing and Furnishings Merchant Wholesalers 
42433	title	Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers 
424330	title	Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers 
42434	title	Footwear Merchant Wholesalers 
424340	title	Footwear Merchant Wholesalers 
4244	title	Grocery and Related Product Merchant Wholesalers 
42441	title	General Line Grocery Merchant Wholesalers 
424410	title	General Line Grocery Merchant Wholesalers 
42442	title	Packaged Frozen Food Merchant Wholesalers 
424420	title	Packaged Frozen Food Merchant Wholesalers 
42443	title	Dairy Product (except Dried or Canned) Merchant Wholesalers 
424430	title	Dairy Product (except Dried or Canned) Merchant Wholesalers 
42444	title	Poultry and Poultry Product Merchant Wholesalers 
424440	title	Poultry and Poultry Product Merchant Wholesalers 
42445	title	Confectionery Merchant Wholesalers 
424450	title	Confectionery Merchant Wholesalers 
42446	title	Fish and Seafood Merchant Wholesalers 
424460	title	Fish and Seafood Merchant Wholesalers 
42447	title	Meat and Meat Product Merchant Wholesalers 
424470	title	Meat and Meat Product Merchant Wholesalers 
42448	title	Fresh Fruit and Vegetable Merchant Wholesalers 
424480	title	Fresh Fruit and Vegetable Merchant Wholesalers 
42449	title	Other Grocery and Related Products Merchant Wholesalers 
424490	title	Other Grocery and Related Products Merchant Wholesalers 
4245	title	Farm Product Raw Material Merchant Wholesalers 
42451	title	Grain and Field Bean Merchant Wholesalers 
424510	title	Grain and Field Bean Merchant Wholesalers 
42452	title	Livestock Merchant Wholesalers 
424520	title	Livestock Merchant Wholesalers 
42459	title	Other Farm Product Raw Material Merchant Wholesalers 
424590	title	Other Farm Product Raw Material Merchant Wholesalers 
4246	title	Chemical and Allied Products Merchant Wholesalers 
42461	title	Plastics Materials and Basic Forms and Shapes Merchant Wholesalers 
424610	title	Plastics Materials and Basic Forms and Shapes Merchant Wholesalers 
42469	title	Other Chemical and Allied Products Merchant Wholesalers 
424690	title	Other Chemical and Allied Products Merchant Wholesalers 
4247	title	Petroleum and Petroleum Products Merchant Wholesalers 
42471	title	Petroleum Bulk Stations and Terminals 
424710	title	Petroleum Bulk Stations and Terminals 
42472	title	Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals) 
424720	title	Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals) 
4248	title	Beer, Wine, and Distilled Alcoholic Beverage Merchant Wholesalers 
42481	title	Beer and Ale Merchant Wholesalers 
424810	title	Beer and Ale Merchant Wholesalers 
42482	title	Wine and Distilled Alcoholic Beverage Merchant Wholesalers 
424820	title	Wine and Distilled Alcoholic Beverage Merchant Wholesalers 
4249	title	Miscellaneous Nondurable Goods Merchant Wholesalers 
42491	title	Farm Supplies Merchant Wholesalers 
424910	title	Farm Supplies Merchant Wholesalers 
42492	title	Book, Periodical, and Newspaper Merchant Wholesalers 
424920	title	Book, Periodical, and Newspaper Merchant Wholesalers 
42493	title	Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers 
424930	title	Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers 
42494	title	Tobacco and Tobacco Product Merchant Wholesalers 
424940	title	Tobacco and Tobacco Product Merchant Wholesalers 
42495	title	Paint, Varnish, and Supplies Merchant Wholesalers 
424950	title	Paint, Varnish, and Supplies Merchant Wholesalers 
42499	title	Other Miscellaneous Nondurable Goods Merchant Wholesalers 
424990	title	Other Miscellaneous Nondurable Goods Merchant Wholesalers 
425	title	Wholesale Electronic Markets and Agents and Brokers 
4251	title	Wholesale Electronic Markets and Agents and Brokers 
42511	title	Business to Business Electronic Markets 
425110	title	Business to Business Electronic Markets 
42512	title	Wholesale Trade Agents and Brokers 
425120	title	Wholesale Trade Agents and Brokers 
44-45	title	Retail Trade
441	title	Motor Vehicle and Parts Dealers 
4411	title	Automobile Dealers 
44111	title	New Car Dealers 
441110	title	New Car Dealers 
44112	title	Used Car Dealers 
441120	title	Used Car Dealers 
4412	title	Other Motor Vehicle Dealers 
44121	title	Recreational Vehicle Dealers 
441210	title	Recreational Vehicle Dealers 
44122	title	Motorcycle, Boat, and Other Motor Vehicle Dealers 
441222	title	Boat Dealers 
441228	title	Motorcycle, ATV, and All Other Motor Vehicle Dealers 
4413	title	Automotive Parts, Accessories, and Tire Stores 
44131	title	Automotive Parts and Accessories Stores 
441310	title	Automotive Parts and Accessories Stores 
44132	title	Tire Dealers 
441320	title	Tire Dealers 
442	title	Furniture and Home Furnishings Stores 
4421	title	Furniture Stores 
44211	title	Furniture Stores 
442110	title	Furniture Stores 
4422	title	Home Furnishings Stores 
44221	title	Floor Covering Stores 
442210	title	Floor Covering Stores 
44229	title	Other Home Furnishings Stores 
442291	title	Window Treatment Stores 
442299	title	All Other Home Furnishings Stores 
443	title	Electronics and Appliance Stores 
4431	title	Electronics and Appliance Stores 
44314	title	Electronics and Appliance Stores 
443141	title	Household Appliance Stores 
443142	title	Electronics Stores 
444	title	Building Material and Garden Equipment and Supplies Dealers 
4441	title	Building Material and Supplies Dealers 
44411	title	Home Centers 
444110	title	Home Centers 
44412	title	Paint and Wallpaper Stores 
444120	title	Paint and Wallpaper Stores 
44413	title	Hardware Stores 
444130	title	Hardware Stores 
44419	title	Other Building Material Dealers 
444190	title	Other Building Material Dealers 
4442	title	Lawn and Garden Equipment and Supplies Stores 
44421	title	Outdoor Power Equipment Stores 
444210	title	Outdoor Power Equipment Stores 
44422	title	Nursery, Garden Center, and Farm Supply Stores 
444220	title	Nursery, Garden Center, and Farm Supply Stores 
445	title	Food and Beverage Stores 
4451	title	Grocery Stores 
44511	title	Supermarkets and Other Grocery (except Convenience) Stores 
445110	title	Supermarkets and Other Grocery (except Convenience) Stores 
44512	title	Convenience Stores 
445120	title	Convenience Stores 
4452	title	Specialty Food Stores 
44521	title	Meat Markets 
445210	title	Meat Markets 
44522	title	Fish and Seafood Markets 
445220	title	Fish and Seafood Markets 
44523	title	Fruit and Vegetable Markets 
445230	title	Fruit and Vegetable Markets 
44529	title	Other Specialty Food Stores 
445291	title	Baked Goods Stores 
445292	title	Confectionery and Nut Stores 
445299	title	All Other Specialty Food Stores 
4453	title	Beer, Wine, and Liquor Stores 
44531	title	Beer, Wine, and Liquor Stores 
445310	title	Beer, Wine, and Liquor Stores 
446	title	Health and Personal Care Stores 
4461	title	Health and Personal Care Stores 
44611	title	Pharmacies and Drug Stores 
446110	title	Pharmacies and Drug Stores 
44612	title	Cosmetics, Beauty Supplies, and Perfume Stores 
446120	title	Cosmetics, Beauty Supplies, and Perfume Stores 
44613	title	Optical Goods Stores 
446130	title	Optical Goods Stores 
44619	title	Other Health and Personal Care Stores 
446191	title	Food (Health) Supplement Stores 
446199	title	All Other Health and Personal Care Stores 
447	title	Gasoline Stations 
4471	title	Gasoline Stations 
44711	title	Gasoline Stations with Convenience Stores 
447110	title	Gasoline Stations with Convenience Stores 
44719	title	Other Gasoline Stations 
447190	title	Other Gasoline Stations 
448	title	Clothing and Clothing Accessories Stores 
4481	title	Clothing Stores 
44811	title	Men's Clothing Stores 
448110	title	Men's Clothing Stores 
44812	title	Women's Clothing Stores 
448120	title	Women's Clothing Stores 
44813	title	Children's and Infants' Clothing Stores 
448130	title	Children's and Infants' Clothing Stores 
44814	title	Family Clothing Stores 
448140	title	Family Clothing Stores 
44815	title	Clothing Accessories Stores 
448150	title	Clothing Accessories Stores 
44819	title	Other Clothing Stores 
448190	title	Other Clothing Stores 
4482	title	Shoe Stores 
44821	title	Shoe Stores 
448210	title	Shoe Stores 
4483	title	Jewelry, Luggage, and Leather Goods Stores 
44831	title	Jewelry Stores 
448310	title	Jewelry Stores 
44832	title	Luggage and Leather Goods Stores 
448320	title	Luggage and Leather Goods Stores 
451	title	Sporting Goods, Hobby, Musical Instrument, and Book Stores 
4511	title	Sporting Goods, Hobby, and Musical Instrument Stores 
45111	title	Sporting Goods Stores 
451110	title	Sporting Goods Stores 
45112	title	Hobby, Toy, and Game Stores 
451120	title	Hobby, Toy, and Game Stores 
45113	title	Sewing, Needlework, and Piece Goods Stores 
451130	title	Sewing, Needlework, and Piece Goods Stores 
45114	title	Musical Instrument and Supplies Stores 
451140	title	Musical Instrument and Supplies Stores 
4512	title	Book Stores and News Dealers 
45121	title	Book Stores and News Dealers 
451211	title	Book Stores 
451212	title	News Dealers and Newsstands 
452	title	General Merchandise Stores 
4522	title	Department Stores 
45221	title	Department Stores 
452210	title	Department Stores 
4523	title	General Merchandise Stores, including Warehouse Clubs and Supercenters 
45231	title	General Merchandise Stores, including Warehouse Clubs and Supercenters 
452311	title	Warehouse Clubs and Supercenters 
452319	title	All Other General Merchandise Stores 
453	title	Miscellaneous Store Retailers 
4531	title	Florists 
45311	title	Florists 
453110	title	Florists 
4532	title	Office Supplies, Stationery, and Gift Stores 
45321	title	Office Supplies and Stationery Stores 
453210	title	Office Supplies and Stationery Stores 
45322	title	Gift, Novelty, and Souvenir Stores 
453220	title	Gift, Novelty, and Souvenir Stores 
4533	title	Used Merchandise Stores 
45331	title	Used Merchandise Stores 
453310	title	Used Merchandise Stores 
4539	title	Other Miscellaneous Store Retailers 
45391	title	Pet and Pet Supplies Stores 
453910	title	Pet and Pet Supplies Stores 
45392	title	Art Dealers 
453920	title	Art Dealers 
45393	title	Manufactured (Mobile) Home Dealers 
453930	title	Manufactured (Mobile) Home Dealers 
45399	title	All Other Miscellaneous Store Retailers 
453991	title	Tobacco Stores 
453998	title	All Other Miscellaneous Store Retailers (except Tobacco Stores) 
454	title	Nonstore Retailers 
4541	title	Electronic Shopping and Mail-Order Houses 
45411	title	Electronic Shopping and Mail-Order Houses 
454110	title	Electronic Shopping and Mail-Order Houses 
4542	title	Vending Machine Operators 
45421	title	Vending Machine Operators 
454210	title	Vending Machine Operators 
4543	title	Direct Selling Establishments 
45431	title	Fuel Dealers 
454310	title	Fuel Dealers 
45439	title	Other Direct Selling Establishments 
454390	title	Other Direct Selling Establishments 
48-49	title	Transportation and Warehousing
481	title	Air Transportation
4811	title	Scheduled Air Transportation
48111	title	Scheduled Air Transportation
481111	title	Scheduled Passenger Air Transportation 
481112	title	Scheduled Freight Air Transportation 
4812	title	Nonscheduled Air Transportation
48121	title	Nonscheduled Air Transportation
481211	title	Nonscheduled Chartered Passenger Air Transportation 
481212	title	Nonscheduled Chartered Freight Air Transportation 
481219	title	Other Nonscheduled Air Transportation 
482	title	Rail Transportation
4821	title	Rail Transportation
48211	title	Rail Transportation
482111	title	Line-Haul Railroads 
482112	title	Short Line Railroads 
483	title	Water Transportation
4831	title	Deep Sea, Coastal, and Great Lakes Water Transportation
48311	title	Deep Sea, Coastal, and Great Lakes Water Transportation
483111	title	Deep Sea Freight Transportation 
483112	title	Deep Sea Passenger Transportation 
483113	title	Coastal and Great Lakes Freight Transportation 
483114	title	Coastal and Great Lakes Passenger Transportation 
4832	title	Inland Water Transportation
48321	title	Inland Water Transportation
483211	title	Inland Water Freight Transportation 
483212	title	Inland Water Passenger Transportation 
484	title	Truck Transportation
4841	title	General Freight Trucking
48411	title	General Freight Trucking, Local
484110	title	General Freight Trucking, Local 
48412	title	General Freight Trucking, Long-Distance
484121	title	General Freight Trucking, Long-Distance, Truckload 
484122	title	General Freight Trucking, Long-Distance, Less Than Truckload 
4842	title	Specialized Freight Trucking
48421	title	Used Household and Office Goods Moving
484210	title	Used Household and Office Goods Moving
48422	title	Specialized Freight (except Used Goods) Trucking, Local
484220	title	Specialized Freight (except Used Goods) Trucking, Local 
48423	title	Specialized Freight (except Used Goods) Trucking, Long-Distance
484230	title	Specialized Freight (except Used Goods) Trucking, Long-Distance 
485	title	Transit and Ground Passenger Transportation
4851	title	Urban Transit Systems
48511	title	Urban Transit Systems
485111	title	Mixed Mode Transit Systems 
485112	title	Commuter Rail Systems 
485113	title	Bus and Other Motor Vehicle Transit Systems 
485119	title	Other Urban Transit Systems 
4852	title	Interurban and Rural Bus Transportation
48521	title	Interurban and Rural Bus Transportation
485210	title	Interurban and Rural Bus Transportation
4853	title	Taxi and Limousine Service
48531	title	Taxi Service
485310	title	Taxi Service 
48532	title	Limousine Service
485320	title	Limousine Service
4854	title	School and Employee Bus Transportation
48541	title	School and Employee Bus Transportation
485410	title	School and Employee Bus Transportation
4855	title	Charter Bus Industry
48551	title	Charter Bus Industry
485510	title	Charter Bus Industry
4859	title	Other Transit and Ground Passenger Transportation
48599	title	Other Transit and Ground Passenger Transportation
485991	title	Special Needs Transportation 
485999	title	All Other Transit and Ground Passenger Transportation 
486	title	Pipeline Transportation
4861	title	Pipeline Transportation of Crude Oil
48611	title	Pipeline Transportation of Crude Oil
486110	title	Pipeline Transportation of Crude Oil
4862	title	Pipeline Transportation of Natural Gas
48621	title	Pipeline Transportation of Natural Gas
486210	title	Pipeline Transportation of Natural Gas
4869	title	Other Pipeline Transportation
48691	title	Pipeline Transportation of Refined Petroleum Products
486910	title	Pipeline Transportation of Refined Petroleum Products
48699	title	All Other Pipeline Transportation
486990	title	All Other Pipeline Transportation
487	title	Scenic and Sightseeing Transportation
4871	title	Scenic and Sightseeing Transportation, Land
48711	title	Scenic and Sightseeing Transportation, Land
487110	title	Scenic and Sightseeing Transportation, Land
4872	title	Scenic and Sightseeing Transportation, Water
48721	title	Scenic and Sightseeing Transportation, Water
487210	title	Scenic and Sightseeing Transportation, Water
4879	title	Scenic and Sightseeing Transportation, Other
48799	title	Scenic and Sightseeing Transportation, Other
487990	title	Scenic and Sightseeing Transportation, Other
488	title	Support Activities for Transportation
4881	title	Support Activities for Air Transportation
48811	title	Airport Operations
488111	title	Air Traffic Control
488119	title	Other Airport Operations 
48819	title	Other Support Activities for Air Transportation
488190	title	Other Support Activities for Air Transportation
4882	title	Support Activities for Rail Transportation
48821	title	Support Activities for Rail Transportation
488210	title	Support Activities for Rail Transportation
4883	title	Support Activities for Water Transportation
48831	title	Port and Harbor Operations
488310	title	Port and Harbor Operations
48832	title	Marine Cargo Handling
488320	title	Marine Cargo Handling
48833	title	Navigational Services to Shipping
488330	title	Navigational Services to Shipping 
48839	title	Other Support Activities for Water Transportation
488390	title	Other Support Activities for Water Transportation
4884	title	Support Activities for Road Transportation
48841	title	Motor Vehicle Towing
488410	title	Motor Vehicle Towing
48849	title	Other Support Activities for Road Transportation
488490	title	Other Support Activities for Road Transportation 
4885	title	Freight Transportation Arrangement
48851	title	Freight Transportation Arrangement
488510	title	Freight Transportation Arrangement 
4889	title	Other Support Activities for Transportation
48899	title	Other Support Activities for Transportation
488991	title	Packing and Crating 
488999	title	All Other Support Activities for Transportation 
491	title	Postal Service
4911	title	Postal Service
49111	title	Postal Service
491110	title	Postal Service
492	title	Couriers and Messengers
4921	title	Couriers and Express Delivery Services
49211	title	Couriers and Express Delivery Services
492110	title	Couriers and Express Delivery Services
4922	title	Local Messengers and Local Delivery
49221	title	Local Messengers and Local Delivery
492210	title	Local Messengers and Local Delivery
493	title	Warehousing and Storage
4931	title	Warehousing and Storage
49311	title	General Warehousing and Storage
493110	title	General Warehousing and Storage 
49312	title	Refrigerated Warehousing and Storage
493120	title	Refrigerated Warehousing and Storage
49313	title	Farm Product Warehousing and Storage
493130	title	Farm Product Warehousing and Storage
49319	title	Other Warehousing and Storage
493190	title	Other Warehousing and Storage
51	title	Information
511	title	Publishing Industries (except Internet)
5111	title	Newspaper, Periodical, Book, and Directory Publishers
51111	title	Newspaper Publishers
511110	title	Newspaper Publishers 
51112	title	Periodical Publishers
511120	title	Periodical Publishers 
51113	title	Book Publishers
511130	title	Book Publishers 
51114	title	Directory and Mailing List Publishers
511140	title	Directory and Mailing List Publishers 
51119	title	Other Publishers
511191	title	Greeting Card Publishers 
511199	title	All Other Publishers 
5112	title	Software Publishers
51121	title	Software Publishers
511210	title	Software Publishers
512	title	Motion Picture and Sound Recording Industries
5121	title	Motion Picture and Video Industries
51211	title	Motion Picture and Video Production
512110	title	Motion Picture and Video Production 
51212	title	Motion Picture and Video Distribution
512120	title	Motion Picture and Video Distribution
51213	title	Motion Picture and Video Exhibition
512131	title	Motion Picture Theaters (except Drive-Ins) 
512132	title	Drive-In Motion Picture Theaters 
51219	title	Postproduction Services and Other Motion Picture and Video Industries
512191	title	Teleproduction and Other Postproduction Services 
512199	title	Other Motion Picture and Video Industries 
5122	title	Sound Recording Industries
51223	title	Music Publishers
512230	title	Music Publishers
51224	title	Sound Recording Studios
512240	title	Sound Recording Studios
51225	title	Record Production and Distribution
512250	title	Record Production and Distribution
51229	title	Other Sound Recording Industries
512290	title	Other Sound Recording Industries
515	title	Broadcasting (except Internet)
5151	title	Radio and Television Broadcasting
51511	title	Radio Broadcasting
515111	title	Radio Networks 
515112	title	Radio Stations 
51512	title	Television Broadcasting
515120	title	Television Broadcasting
5152	title	Cable and Other Subscription Programming
51521	title	Cable and Other Subscription Programming
515210	title	Cable and Other Subscription Programming
517	title	Telecommunications
5173	title	Wired and Wireless Telecommunications Carriers
51731	title	Wired and Wireless Telecommunications Carriers
517311	title	Wired Telecommunications Carriers 
517312	title	Wireless Telecommunications Carriers (except Satellite)
5174	title	Satellite Telecommunications
51741	title	Satellite Telecommunications
517410	title	Satellite Telecommunications
5179	title	Other Telecommunications
51791	title	Other Telecommunications
517911	title	Telecommunications Resellers 
517919	title	All Other Telecommunications 
518	title	Data Processing, Hosting, and Related Services
5182	title	Data Processing, Hosting, and Related Services
51821	title	Data Processing, Hosting, and Related Services
518210	title	Data Processing, Hosting, and Related Services
519	title	Other Information Services
5191	title	Other Information Services
51911	title	News Syndicates
519110	title	News Syndicates
51912	title	Libraries and Archives
519120	title	Libraries and Archives 
51913	title	Internet Publishing and Broadcasting and Web Search Portals
519130	title	Internet Publishing and Broadcasting and Web Search Portals
51919	title	All Other Information Services
519190	title	All Other Information Services
52	title	Finance and Insurance
521	title	Monetary Authorities-Central Bank
5211	title	Monetary Authorities-Central Bank
52111	title	Monetary Authorities-Central Bank
521110	title	Monetary Authorities-Central Bank
522	title	Credit Intermediation and Related Activities
5221	title	Depository Credit Intermediation 
52211	title	Commercial Banking 
522110	title	Commercial Banking 
52212	title	Savings Institutions 
522120	title	Savings Institutions 
52213	title	Credit Unions 
522130	title	Credit Unions 
52219	title	Other Depository Credit Intermediation 
522190	title	Other Depository Credit Intermediation 
5222	title	Nondepository Credit Intermediation 
52221	title	Credit Card Issuing 
522210	title	Credit Card Issuing 
52222	title	Sales Financing 
522220	title	Sales Financing 
52229	title	Other Nondepository Credit Intermediation 
522291	title	Consumer Lending 
522292	title	Real Estate Credit 
522293	title	International Trade Financing 
522294	title	Secondary Market Financing 
522298	title	All Other Nondepository Credit Intermediation 
5223	title	Activities Related to Credit Intermediation 
52231	title	Mortgage and Nonmortgage Loan Brokers 
522310	title	Mortgage and Nonmortgage Loan Brokers 
52232	title	Financial Transactions Processing, Reserve, and Clearinghouse Activities 
522320	title	Financial Transactions Processing, Reserve, and Clearinghouse Activities 
52239	title	Other Activities Related to Credit Intermediation 
522390	title	Other Activities Related to Credit Intermediation 
523	title	Securities, Commodity Contracts, and Other Financial Investments and Related Activities
5231	title	Securities and Commodity Contracts Intermediation and Brokerage
52311	title	Investment Banking and Securities Dealing 
523110	title	Investment Banking and Securities Dealing 
52312	title	Securities Brokerage 
523120	title	Securities Brokerage 
52313	title	Commodity Contracts Dealing 
523130	title	Commodity Contracts Dealing 
52314	title	Commodity Contracts Brokerage 
523140	title	Commodity Contracts Brokerage 
5232	title	Securities and Commodity Exchanges
52321	title	Securities and Commodity Exchanges
523210	title	Securities and Commodity Exchanges
5239	title	Other Financial Investment Activities
52391	title	Miscellaneous Intermediation 
523910	title	Miscellaneous Intermediation 
52392	title	Portfolio Management 
523920	title	Portfolio Management 
52393	title	Investment Advice 
523930	title	Investment Advice 
52399	title	All Other Financial Investment Activities 
523991	title	Trust, Fiduciary, and Custody Activities 
523999	title	Miscellaneous Financial Investment Activities 
524	title	Insurance Carriers and Related Activities
5241	title	Insurance Carriers
52411	title	Direct Life, Health, and Medical Insurance Carriers 
524113	title	Direct Life Insurance Carriers 
524114	title	Direct Health and Medical Insurance Carriers 
52412	title	Direct Insurance (except Life, Health, and Medical) Carriers 
524126	title	Direct Property and Casualty Insurance Carriers 
524127	title	Direct Title Insurance Carriers 
524128	title	Other Direct Insurance (except Life, Health, and Medical) Carriers 
52413	title	Reinsurance Carriers 
524130	title	Reinsurance Carriers 
5242	title	Agencies, Brokerages, and Other Insurance Related Activities
52421	title	Insurance Agencies and Brokerages 
524210	title	Insurance Agencies and Brokerages 
52429	title	Other Insurance Related Activities 
524291	title	Claims Adjusting 
524292	title	Third Party Administration of Insurance and Pension Funds 
524298	title	All Other Insurance Related Activities 
525	title	Funds, Trusts, and Other Financial Vehicles 
5251	title	Insurance and Employee Benefit Funds 
52511	title	Pension Funds 
525110	title	Pension Funds 
52512	title	Health and Welfare Funds 
525120	title	Health and Welfare Funds 
52519	title	Other Insurance Funds 
525190	title	Other Insurance Funds 
5259	title	Other Investment Pools and Funds
52591	title	Open-End Investment Funds 
525910	title	Open-End Investment Funds 
